FaceID,X,Y,Z,U_std,V_std,U_fast,V_fast,U_diff,V_diff,PixelX_std,PixelY_std,PixelX_fast,PixelY_fast,URegion_std,URegion_fast
166,0.333179804,0.664332905,0.669068764,0.6764661764078134,0.7312842665680587,0.6764661764078134,0.7829185384920975,0.0,0.0516342719240388,215,116,215,124,other,other
167,0.305987863,0.569943079,0.762585283,0.6892690068391802,0.69303475880983,0.6892690068391802,0.7207886214239989,0.0,0.0277538626141689,219,110,219,114,other,other
168,0.27173871,0.460751835,0.844905806,0.7004754561769919,0.6524201815186668,0.7004754561769917,0.6652474027768929,2.220446049250313e-16,0.012827221258226107,223,103,223,105,other,other
169,0.232060679,0.342416135,0.910438923,0.7102789748142729,0.6112452589083519,0.7102789748142729,0.6160072660960936,0.0,0.004762007187741668,226,97,226,97,other,other
170,0.189502112,0.222133193,0.956423439,0.7188688458957573,0.5713019813498244,0.7188688458957572,0.5725189816370609,1.1102230246251565e-16,0.0012170002872365915,229,90,229,91,other,other
171,0.146794354,0.106651938,0.983400621,0.7264167282088297,0.5340130563082723,0.7264167282088297,0.5341431042943319,0.0,0.00013004798605953383,231,84,231,84,other,other
172,0.030549123,0.094021168,0.995101387,0.7451155556285611,0.5299721372520613,0.7451155556285611,0.5300610317005844,0.0,8.889444852311357e-05,237,84,237,84,u075,u075
173,0.066777477,0.205522379,0.976371507,0.7391317593260759,0.5658893351375028,0.7391317593260759,0.566846823249915,0.0,0.0009574881124121415,235,89,235,90,u075,u075
174,0.105150314,0.323623764,0.940324982,0.7322763870041489,0.6049012054071836,0.7322763870041489,0.6088714691993788,0.0,0.003970263792195228,233,96,233,96,u075,u075
175,0.143766299,0.442473602,0.885182672,0.7243747203429249,0.6458989638714157,0.7243747203429249,0.6570546641170919,0.0,0.011155700245676248,231,102,231,104,other,other
176,0.180357511,0.555091619,0.812000285,0.7152140059779701,0.6873168083327991,0.7152140059779701,0.7124229881029442,0.0,0.025106179770145176,228,109,228,113,other,other
177,0.212868393,0.655151595,0.724888567,0.7045410268458369,0.7273952538675457,0.7045410268458369,0.7760316813784144,0.0,0.04863642751086872,224,115,224,123,other,other
178,0.239992742,0.738633361,0.629939872,0.6920674974921074,0.764528492459776,0.6920674974921074,0.764528492459776,0.0,0.0,220,121,220,121,other,other
179,0.261371961,0.804432868,0.533453333,0.6774913698180435,0.7975306654379266,0.6774913698180435,0.7975306654379266,0.0,0.0,216,126,216,126,other,other
180,0.181391744,0.862542259,0.47235356,0.6916454647863757,0.8311290960565144,0.6916454647863757,0.8311290960565144,0.0,0.0,220,132,220,132,other,other
181,0.115427467,0.913703401,0.389644191,0.704163061986996,0.8667903259763272,0.704163061986996,0.8667903259763272,0.0,0.0,224,137,224,137,other,other
182,0.048756545,0.955435041,0.291147181,0.7235923850820801,0.9046132437270357,0.7235923850820801,0.9046132437270357,0.0,0.0,230,143,230,143,other,other
183,-0.023806662,0.983374157,0.180023636,0.770925529485501,0.9418753286655369,0.770925529485501,0.9418753286655369,0.0,0.0,245,149,245,149,other,other
184,-0.098727867,0.993241975,0.061017926,0.9118950312270446,0.9629728823929881,0.9118950312270446,0.9629728823929881,0.0,0.0,290,153,290,153,other,other
185,-0.171660656,0.983374796,-0.059216804,0.05286835616625766,0.9418764481103342,1.0,0.9418764481103342,0.9471316438337424,0.0,16,149,319,149,other,other
186,-0.238598209,0.955436218,-0.173817511,0.10020315707461018,0.9046145129334173,1.0,0.9046145129334173,0.8997968429253899,0.0,31,143,319,143,other,other
187,-0.296877756,0.913704942,-0.277501129,0.1196329557384607,0.8667915333987319,1.0,0.8667915333987319,0.8803670442615393,0.0,38,137,319,137,other,other
188,-0.341353336,0.862543758,-0.373491854,0.13215058582425315,0.8311300389364297,0.13215058582425315,0.8311300389364297,0.0,0.0,42,132,42,132,other,other
189,-0.360233877,0.804433703,-0.47235365,0.1463043168457095,0.7975311129207142,0.1463043168457095,0.7975311129207142,0.0,0.0,46,126,46,126,other,other
190,-0.456096391,0.738634772,-0.496381664,0.13172748436469875,0.7645291587069524,0.13172748436469875,0.7645291587069524,0.0,0.0,42,121,42,121,other,other
191,-0.443673559,0.8070508,-0.389644426,0.11469542868952273,0.7989376629983893,1.0,0.7989376629983893,0.8853045713104772,0.0,36,127,319,127,other,other
192,-0.414825123,0.86565828,-0.280278184,0.09456966135325648,0.8330997632510356,1.0,0.8330997632510356,0.9054303386467435,0.0,30,132,319,132,other,other
193,-0.368557903,0.913209994,-0.173817659,0.07013693437174817,0.866404377477207,1.0,0.866404377477207,0.9298630656282518,0.0,22,137,319,137,other,other
194,-0.308463289,0.949354998,-0.059795386,0.03047410837271388,0.8982619083012624,1.0,0.8982619083012624,0.9695258916272861,0.0,9,142,319,142,other,other
195,-0.238671736,0.969099539,0.062304784,0.9593598700940519,0.9206636310461384,0.9593598700940519,0.9206636310461384,0.0,0.0,306,146,306,146,other,other
196,-0.162464646,0.969098879,0.185614121,0.8644307380915754,0.9206627792248734,0.8644307380915754,0.9206627792248734,0.0,0.0,275,146,275,146,other,other
197,-0.084470125,0.949353118,0.302644107,0.7933188789351776,0.8982600041929888,0.7933188789351776,0.8982600041929888,0.0,0.0,253,142,253,142,other,other
198,-0.009364001,0.913207209,0.40738791,0.7536576064987284,0.8664022017392647,0.7536576064987283,0.8664022017392647,1.1102230246251565e-16,0.0,240,137,240,137,u075,u075
199,0.065163057,0.865655213,0.496381736,0.7292255548986144,0.8330978135579513,0.7292255548986144,0.8330978135579513,0.0,0.0,232,132,232,132,other,other
200,-0.062425118,0.855164836,0.514583529,0.7692135070443026,0.8265441661504012,0.7692135070443026,0.8265441661504012,0.0,0.0,245,131,245,131,u075,u075
201,-0.143426607,0.896463663,0.419263294,0.8024594600662361,0.8538725331439,0.8024594600662361,0.8538725331439,0.0,0.0,255,135,255,135,other,other
202,-0.224119171,0.924303534,0.308923251,0.8498897790948503,0.8753531502976525,0.8498897790948503,0.8753531502976525,0.0,0.0,271,139,271,139,other,other
203,-0.303532246,0.934171331,0.187595577,0.9118950195026804,0.8838593191679782,0.9118950195026804,0.8838593191679782,0.0,0.0,290,140,290,140,other,other
204,-0.376533644,0.924305428,0.062304827,0.9739011957556615,0.8753547299458692,0.9739011957556615,0.8753547299458692,0.0,0.0,310,139,310,139,other,other
205,-0.439135607,0.896467109,-0.059216902,0.021333162660566427,0.8538750085820573,1.0,0.8538750085820573,0.9786668373394336,0.0,6,135,319,135,other,other
206,-0.488165975,0.855169123,-0.174297882,0.05458033392491828,0.826546798882953,1.0,0.826546798882953,0.9454196660750818,0.0,17,131,319,131,other,other
207,-0.522142612,0.801623497,-0.29114749,0.08095583878683141,0.7960300877551124,1.0,0.7960300877551124,0.9190441612131686,0.0,25,126,319,126,other,other
208,-0.544342099,0.733298577,-0.407387869,0.10225370267912355,0.7620202385998956,1.0,0.7620202385998956,0.8977462973208764,0.0,32,121,319,121,other,other
209,-0.553153093,0.655153395,-0.51458302,0.11925330873542699,0.7273960122516268,1.0,0.776033010069763,0.8807466912645731,0.04863699781813624,38,115,319,123,other,other
210,-0.645609287,0.555093452,-0.524461541,0.10857979555059934,0.6873175098083372,1.0,0.7124240019830507,0.8914202044494006,0.0251064921747135,34,109,319,113,other,other
211,-0.642960924,0.640952373,-0.419262813,0.09196561121309221,0.7214604014011832,1.0,0.7657980976587793,0.9080343887869078,0.04433769625759609,29,114,319,121,other,other
212,-0.626352073,0.718393795,-0.302644073,0.07163652094298521,0.755122377443223,1.0,0.755122377443223,0.9283634790570148,0.0,22,120,319,120,other,other
213,-0.597271709,0.781574,-0.180023856,0.04659263534818831,0.7855828672393045,1.0,0.7855828672393045,0.9534073646518116,0.0,14,124,319,124,other,other
214,-0.556756365,0.828563072,-0.05920799,0.01686188249537177,0.8108411803000779,1.0,0.8108411803000779,0.9831381175046282,0.0,5,128,319,128,other,other
215,-0.503941418,0.861579856,0.061018026,0.9808226217602013,0.8305246359794961,0.9808226217602011,0.8305246359794961,2.220446049250313e-16,0.0,312,132,312,132,other,other
216,-0.438188248,0.879510315,0.185614291,0.9362298161442373,0.8421297185017426,0.9362298161442373,0.8421297185017426,0.0,0.0,298,133,298,133,other,other
217,-0.361980786,0.879509103,0.308923369,0.8875603809271632,0.8421289078985781,0.8875603809271632,0.8421289078985781,0.0,0.0,283,133,283,133,other,other
218,-0.279947078,0.861576487,0.423456716,0.8429685443330306,0.8305225236343744,0.8429685443330306,0.8305225236343744,0.0,0.0,268,132,268,132,other,other
219,-0.196036153,0.828558306,0.524462544,0.8069305041723227,0.8108384708968494,0.8069305041723227,0.8108384708968494,0.0,0.0,257,128,257,128,other,other
220,-0.32842607,0.785541436,0.524462552,0.8390427674012169,0.7876154569466433,0.8390427674012169,0.7876154569466433,0.0,0.0,267,125,267,125,other,other
221,-0.41090032,0.809554934,0.419263324,0.8733967397120118,0.8002915004028518,0.8733967397120118,0.8002915004028518,0.0,0.0,278,127,278,127,other,other
222,-0.489682762,0.817690158,0.302644341,0.9118950223861093,0.804745742988274,0.9118950223861093,0.804745742988274,0.0,0.0,290,127,290,127,other,other
223,-0.558755759,0.809557522,0.180023943,0.9503936800036176,0.8002929035303166,0.9503936800036176,0.8002929035303166,0.0,0.0,303,127,303,127,other,other
224,-0.6159643,0.785545924,0.059207959,0.9847485038788563,0.7876177654602712,0.9847485038788563,0.7876177654602712,0.0,0.0,314,125,314,125,other,other
225,-0.663686405,0.745518049,-0.06101799,0.014591365226679904,0.7677978594792175,1.0,0.7677978594792175,0.9854086347733201,0.0,4,122,319,122,other,other
226,-0.701058978,0.688522859,-0.185614068,0.04119307473946798,0.7417405210984948,1.0,0.8022051969779711,0.958806925260532,0.06046467587947635,13,117,319,127,other,other
227,-0.724607997,0.616043833,-0.308922718,0.06413901546604414,0.7112655904626471,1.0,0.7489398078973971,0.9358609845339558,0.03767421743474997,20,113,319,119,other,other
228,-0.732903377,0.5324829,-0.423455548,0.08338439686710448,0.6787409354735773,1.0,0.700243867249716,0.9166156031328955,0.021502931776138712,26,107,319,111,other,other
229,-0.727431567,0.442475188,-0.524460697,0.09941860741906078,0.6458995268680194,1.0,0.6570553641731925,0.9005813925809392,0.01115583730517311,31,102,319,104,other,other
230,-0.794023579,0.323624913,-0.51458087,0.09151655788746464,0.6049015919923875,1.0,0.6088719010091961,0.9084834421125354,0.003970309016808615,29,96,319,96,other,other
231,-0.808270004,0.413424098,-0.419261393,0.07615673765248017,0.6356672976020571,1.0,0.644526524990662,0.9238432623475198,0.008859227388604896,24,101,319,102,other,other
232,-0.809811524,0.49877089,-0.30892215,0.0580015533000734,0.6662150888914009,1.0,0.683174687132661,0.9419984466999266,0.016959598241260143,18,105,319,108,other,other
233,-0.794655903,0.57734745,-0.18759509,0.03689633660278367,0.6959121769616141,1.0,0.7250774304627672,0.9631036633972163,0.029165253501153066,11,110,319,115,other,other
234,-0.762713652,0.64372821,-0.062304702,0.0129722767900847,0.722613266027407,1.0,0.7677607691924574,0.9870277232099153,0.04514750316505034,4,114,319,122,other,other
235,-0.71689203,0.694664798,0.059216848,0.9868832323102529,0.7444472887623773,0.9868832323102529,0.8073937808455386,0.0,0.06294649208316128,314,118,314,128,other,other
236,-0.662463627,0.728534294,0.174297805,0.9590534619138049,0.759798106085958,0.9590534619138049,0.759798106085958,0.0,0.0,305,120,305,120,other,other
237,-0.601039981,0.744301073,0.291147477,0.9282060161070684,0.7672172305039535,0.9282060161070684,0.7672172305039535,0.0,0.0,296,121,296,121,other,other
238,-0.529200322,0.744299707,0.407387979,0.8955840910530565,0.7672165793160667,0.8955840910530564,0.7672165793160667,1.1102230246251565e-16,0.0,285,121,285,121,other,other
239,-0.45215795,0.728530774,0.514583423,0.8647371227969675,0.759796470387683,0.8647371227969675,0.759796470387683,0.0,0.0,275,120,275,120,other,other
240,-0.561544308,0.662022132,0.496381594,0.8847907445719634,0.7303015278627696,0.8847907445719634,0.7811642526687319,0.0,0.05086272480596232,282,116,282,124,other,other
241,-0.653744722,0.591185315,0.472353429,0.9004182555240264,0.7013398163156659,0.9004182555240264,0.7333190181097488,0.0,0.03197920179408287,287,111,287,116,other,other
242,-0.630449846,0.671349629,0.389644282,0.9118950186441366,0.734285086011358,0.9118950186441366,0.7883355309274405,0.0,0.05405044491608246,290,116,290,125,other,other
243,-0.695102841,0.662024374,0.28027802,0.9389994935570609,0.7303024800721741,0.9389994935570609,0.7811659478203532,0.0,0.05086346774817907,299,116,299,124,other,other
244,-0.754625003,0.632715249,0.173817485,0.9639692768843229,0.718059633375797,0.9639692768843229,0.7600768854754845,0.0,0.04201725209968743,307,114,307,120,other,other
245,-0.807571751,0.586730254,0.059795278,0.9882371076870965,0.6995851045411207,0.9882371076870965,0.7306323649231725,0.0,0.031047260382051856,315,111,315,116,other,other
246,-0.847917126,0.526454832,-0.062304563,0.011673653033115504,0.6764790751954183,1.0,0.6971008782115048,0.9883263469668845,0.020621803016086515,3,107,319,110,other,other
247,-0.871466025,0.453976502,-0.185613316,0.03339928873381871,0.6499949993479304,1.0,0.66218068898446,0.9666007112661813,0.012185689636529662,10,103,319,105,other,other
248,-0.876788504,0.373696962,-0.302642528,0.05289783956511907,0.6219100000558792,1.0,0.6282424972829336,0.9471021604348809,0.006332497227054423,16,98,319,99,other,other
249,-0.865621062,0.291096758,-0.407385388,0.0700082842471659,0.594020159630693,1.0,0.5968533438860151,0.9299917157528341,0.0028331842553220854,22,94,319,94,other,other
250,-0.843426776,0.205523011,-0.496378449,0.08466086336503598,0.5658895407052579,1.0,0.566847037883711,0.915339136634964,0.0009574971784531705,27,89,319,90,other,other
251,-0.876382187,0.094021413,-0.472349696,0.07867677469133447,0.5299722155887828,1.0,0.5300611107359791,0.9213232253086655,8.889514719623293e-05,25,84,319,84,other,other
252,-0.904654969,0.172566514,-0.389641097,0.06472743333846367,0.5552059736703523,1.0,0.5557662399964206,0.9352725666615364,0.000560266326068315,20,88,319,88,other,other
253,-0.923741409,0.248870123,-0.291145104,0.04859395916390413,0.580059233120389,1.0,0.5817912288576136,0.9514060408360958,0.0017319957372246009,15,92,319,92,other,other
254,-0.927889705,0.326515815,-0.180022546,0.03049920127272655,0.605874641706155,1.0,0.6099599242395246,0.9695007987272735,0.004085282533369594,9,96,319,96,other,other
255,-0.914122605,0.400820051,-0.06101762,0.010607845397627911,0.6312747435395178,1.0,0.6392610789485224,0.9893921546023721,0.007986335409004508,3,100,319,101,other,other
256,-0.882200773,0.467135085,0.059216625,0.9893329245473897,0.6547138268045369,0.9893329245473896,0.668170184100769,1.1102230246251565e-16,0.013456357296232069,315,104,315,106,other,other
257,-0.834944525,0.522163994,0.173817156,0.9673339893094876,0.6748751121664166,0.9673339893094876,0.6948888040970121,0.0,0.020013691930595545,308,107,308,110,other,other
258,-0.777245912,0.564696491,0.277500748,0.945421858508188,0.6910067653439189,0.945421858508188,0.7177980956406207,0.0,0.026791330296701776,301,109,301,114,other,other
259,-0.714844678,0.591186166,0.373491637,0.9233718287060609,0.7013401522509476,0.9233718287060609,0.7333195345364687,0.0,0.03197938228552111,294,111,294,116,other,other
260,-0.783155826,0.497163251,0.37349117,0.929175772120616,0.6656249944034228,0.929175772120616,0.6823900163940809,0.0,0.016765021990658102,296,105,296,108,other,other
261,-0.844425516,0.456497853,0.28027711,0.9489951218686701,0.6508963900420409,0.9489951218686701,0.6633177206846789,0.0,0.012421330642637951,302,103,302,105,other,other
262,-0.897593039,0.404904105,0.174296879,0.9694747784641753,0.6326951000442207,0.9694747784641751,0.6409566238479008,2.220446049250313e-16,0.00826152380368006,309,100,309,101,other,other
263,-0.937444071,0.343064253,0.059207534,0.9899613510339582,0.6114648626701578,0.9899613510339582,0.6162561006814646,0.0,0.004791238011306875,315,97,315,97,other,other
264,-0.960058592,0.273462931,-0.059207481,0.0098027810407002,0.5881690878157447,1.0,0.5904954093470994,0.9901972189592998,0.0023263215313547025,3,93,319,93,other,other
265,-0.964166394,0.200009975,-0.174296229,0.028463677410925176,0.5640974574391641,1.0,0.564978109057935,0.9715363225890749,0.0008806516187709335,9,89,319,89,other,other
266,-0.9514787,0.127019491,-0.280275459,0.045592505396039006,0.5405410768494303,1.0,0.5407617206304942,0.954407494603961,0.0002206437810639006,14,85,319,85,other,other
267,-0.925813108,0.058108231,-0.373488316,0.06102767510179779,0.5185068493150903,1.0,0.5185277309065777,0.9389723248982023,2.088159148738722e-05,19,82,319,82,other,other
268,-0.925813108,-0.058108236,-0.373488316,0.06102767510179779,0.4814931490960496,1.0,0.48147226749917904,0.9389723248982023,2.088159687058111e-05,19,76,319,76,other,other
269,-0.960726091,1.59e-09,-0.277498428,0.04475266571251474,0.5000000005061127,1.0,0.5000000005061127,0.9552473342874852,0.0,14,79,319,79,other,other
270,-0.982405228,0.068322636,-0.173815953,0.02787069000075082,0.5217647258305469,1.0,0.5217987079958333,0.9721293099992492,3.398216528638365e-05,8,82,319,82,other,other
271,-0.988291518,0.140617575,-0.059216317,0.009524836632478663,0.5449088012208899,1.0,0.5452091631632338,0.9904751633675213,0.00030036194234384084,3,86,319,86,other,other
272,-0.975138439,0.213030242,0.061017554,0.990054129605787,0.5683332862914552,0.9900541296057868,0.5694027296536358,2.220446049250313e-16,0.001069443362180622,315,90,315,90,other,other
273,-0.942601861,0.281235751,0.180022734,0.9699654933949861,0.5907442890430757,0.9699654933949861,0.5932852322322593,0.0,0.00254094318918352,309,93,309,94,other,other
274,-0.893606975,0.341614585,0.291146097,0.9498718667312884,0.6109737437405076,0.9498718667312884,0.615699783243826,0.0,0.004726039503318402,303,97,303,97,other,other
275,-0.833315268,0.392127381,0.389643147,0.9303890549882636,0.6282607565109922,0.9303890549882636,0.6356848995235429,0.0,0.007424143012550677,296,99,296,101,other,other
276,-0.764273775,0.439053983,0.47235283,0.9118950514796864,0.6446863172985442,0.9118950514796864,0.6555496261313153,0.0,0.01086330883277109,290,102,290,104,other,other
277,-0.80315092,0.329476828,0.496380519,0.9118950508955413,0.606872356470542,0.9118950508955413,0.6110779157079576,0.0,0.0042055592374155015,290,96,290,97,other,other
278,-0.871405798,0.273291442,0.407386454,0.9303991172200695,0.5881123394761927,0.9303991172200695,0.5904340773556648,0.0,0.0023217378794720966,296,93,296,93,other,other
279,-0.928991655,0.21303036,0.302642646,0.9498768436628122,0.5683333247552382,0.9498768436628122,0.5694027699459615,0.0,0.0010694451907232727,303,90,303,90,other,other
280,-0.971872434,0.144954476,0.185612963,0.9699654947893077,0.5463035722446812,0.9699654947893076,0.5466329649533861,1.1102230246251565e-16,0.000329392708704912,309,86,309,86,other,other
281,-0.995422137,0.072477181,0.06230432,0.9900513345916396,0.5230904488575193,0.9900513345916396,0.5231310362110783,0.0,4.058735355894072e-05,315,83,315,83,other,other
282,-0.998210688,-6.44e-09,-0.059794832,0.009522323232364016,0.4999999979500843,1.0,0.4999999979500843,0.990477676767636,0.0,3,79,319,79,other,other
283,-0.982405227,-0.06832265,-0.173815953,0.027870690028544202,0.47823526970211283,1.0,0.4782012875158751,0.9721293099714557,3.398218623773541e-05,8,76,319,76,other,other
284,-0.95147871,-0.127019493,-0.280275424,0.045592499555598534,0.4594589225070876,1.0,0.4592382787154715,0.9544075004444015,0.00022064379161607084,14,73,319,73,other,other
285,-0.904654956,-0.172566526,-0.389641124,0.06472743817616806,0.44479402249807143,1.0,0.4442337560543997,0.9352725618238319,0.0005602664436717419,20,70,319,70,other,other
286,-0.876382189,-0.094021405,-0.472349694,0.07867677425819077,0.47002778697070713,1.0,0.46993889184633864,0.9213232257418092,8.889512436849323e-05,25,74,319,74,other,other
287,-0.843426828,-0.205523004,-0.496378365,0.08466084730272694,0.4341104616198955,1.0,0.4331529645439876,0.9153391526972731,0.0009574970759079204,27,69,319,68,other,other
288,-0.794023594,-0.32362492,-0.514580842,0.09151655256289713,0.395098405627399,1.0,0.3911280963321404,0.9084834474371029,0.0039703092952586005,29,62,319,62,other,other
289,-0.865621081,-0.291096744,-0.407385358,0.0700082783855189,0.405979845041886,1.0,0.4031466612191631,0.9299917216144811,0.0028331838227229067,22,64,319,64,other,other
290,-0.923741387,-0.248870138,-0.29114516,0.04859396902722905,0.41994076192653595,1.0,0.41820876586228095,0.951406030972771,0.0017319960642550036,15,66,319,66,other,other
291,-0.964166397,-0.200009956,-0.17429623,0.028463677484083304,0.4359025486857939,1.0,0.435021897322256,0.9715363225159167,0.000880651363537932,9,69,319,69,other,other
292,-0.988291518,-0.140617575,-0.059216317,0.009524836632478663,0.4550911987791101,1.0,0.4547908368367662,0.9904751633675213,0.00030036194234389635,3,72,319,72,other,other
293,-0.995422136,-0.072477191,0.06230431,0.9900513361743006,0.47690954793031637,0.9900513361743006,0.476868960559795,0.0,4.058737052137218e-05,315,75,315,75,other,other
294,-0.982246598,-3.99e-09,0.187594299,0.9699654905231097,0.4999999987299435,0.9699654905231097,0.4999999987299435,0.0,0.0,309,79,309,79,other,other
295,-0.948321943,0.072477247,0.308921579,0.9498796353776482,0.5230904699214396,0.9498796353776482,0.5231310573862304,0.0,4.058746479085329e-05,303,83,303,83,other,other
296,-0.89690936,0.140617763,0.419261547,0.9304060993759093,0.5449088616417633,0.9304060993759093,0.5452092248029291,0.0,0.0003003631611657731,296,86,296,86,other,other
297,-0.832600971,0.20489285,0.514581911,0.9118950451898422,0.5656845925725849,0.9118950451898422,0.5666330799086966,0.0,0.0009484873361117474,290,89,290,90,other,other
298,-0.848585065,0.069600838,0.524460781,0.9118950401175664,0.5221725611243331,0.9118950401175664,0.5222084921662656,0.0,3.5931041932557584e-05,290,83,290,83,other,other
299,-0.905917216,-3.19e-09,0.423454835,0.9304086148880167,0.49999999898459146,0.9304086148880167,0.49999999898459146,0.0,0.0,296,79,296,79,other,other
300,-0.948321943,-0.072477247,0.308921579,0.9498796353776482,0.47690953007856035,0.9498796353776482,0.4768689426137695,0.0,4.058746479085329e-05,303,75,303,75,other,other
301,-0.971872431,-0.144954495,0.185612963,0.9699654946987818,0.45369642163534296,0.9699654946987818,0.4533670287952864,0.0,0.0003293928400565638,309,72,309,72,other,other
302,-0.975138435,-0.21303026,0.061017549,0.9900541303779758,0.43166670781860284,0.9900541303779757,0.43059726417641847,1.1102230246251565e-16,0.0010694436421843645,315,68,315,68,other,other
303,-0.960058597,-0.273462913,-0.059207481,0.009802780989776199,0.41183091812984074,1.0,0.40950459707904596,0.9901972190102238,0.0023263210507947774,3,65,319,65,other,other
304,-0.927889717,-0.326515781,-0.180022548,0.030499201218482118,0.39412536978717544,1.0,0.3900400886253647,0.9695007987815178,0.004085281161810728,9,62,319,62,other,other
305,-0.87678857,-0.373696848,-0.302642478,0.05289782776029607,0.3780900390830227,1.0,0.37175754820887025,0.9471021722397039,0.006332490874152441,16,60,319,59,other,other
306,-0.808269965,-0.413424156,-0.419261412,0.07615674373938805,0.3643326821830555,1.0,0.3554734506270403,0.9238432562606119,0.008859231556015201,24,57,319,56,other,other
307,-0.727431567,-0.442475188,-0.524460697,0.09941860741906078,0.3541004731319806,1.0,0.34294463582680745,0.9005813925809392,0.011155837305173166,31,56,319,54,other,other
308,-0.645609358,-0.555093447,-0.524461459,0.10857977480675107,0.3126824921171684,1.0,0.28757600079998946,0.8914202251932489,0.02510649131717896,34,49,319,45,other,other
309,-0.732903362,-0.532482927,-0.42345554,0.08338439697564352,0.32125905437205404,1.0,0.2997561185773491,0.9166156030243565,0.02150293579470497,26,51,319,47,other,other
310,-0.809811515,-0.498770884,-0.308922185,0.0580015598939354,0.3337849134094414,1.0,0.31682531593011537,0.9419984401060646,0.016959597479326016,18,53,319,50,other,other
311,-0.87146607,-0.453976411,-0.185613326,0.033399288806401445,0.35000503312245135,1.0,0.3378193519151012,0.9666007111935986,0.01218568120735014,10,55,319,53,other,other
312,-0.914122606,-0.400820047,-0.061017626,0.010607846426064719,0.36872525780525517,1.0,0.3607389226536505,0.9893921535739353,0.007986335151604684,3,58,319,57,other,other
313,-0.937444065,-0.343064268,0.059207539,0.989961350124373,0.38853513222547265,0.989961350124373,0.3837438935332815,0.0,0.004791238692191169,315,61,315,61,other,other
314,-0.942601856,-0.281235768,0.180022733,0.9699654934023291,0.4092557053076144,0.9699654934023291,0.4067147616332306,0.0,0.0025409436743837888,309,65,309,64,other,other
315,-0.92899164,-0.213030394,0.302642667,0.9498768396534266,0.43166666414462074,0.9498768396534266,0.4305972184262038,0.0,0.0010694457184169393,303,68,303,68,other,other
316,-0.896909344,-0.140617782,0.419261576,0.930406094063546,0.4550911322713439,0.930406094063546,0.4547907689873919,0.0,0.00030036328395199874,296,72,296,72,other,other
317,-0.848585086,-0.069600833,0.524460747,0.9118950464932545,0.47782744046310405,0.9118950464932543,0.4777915094288989,2.220446049250313e-16,3.5931034205127776e-05,290,75,290,75,other,other
318,-0.832600971,-0.20489285,0.514581911,0.9118950451898422,0.4343154074274151,0.9118950451898422,0.43336692009130334,0.0,0.0009484873361117474,290,69,290,68,other,other
319,-0.871405812,-0.273291446,0.407386422,0.9303991229973213,0.41188765922337356,0.9303991229973213,0.40956592123893465,0.0,0.0023217379844389097,296,65,296,65,other,other
320,-0.893606975,-0.341614585,0.291146097,0.9498718667312884,0.38902625625949244,0.9498718667312884,0.384300216756174,0.0,0.004726039503318458,303,61,303,61,other,other
321,-0.897593054,-0.404904077,0.174296867,0.9694747810123157,0.36730490970817264,0.9694747810123157,0.3590433878169065,0.0,0.008261521891266166,309,58,309,57,other,other
322,-0.882200805,-0.467135025,0.059216618,0.9893329261903406,0.3452861947599773,0.9893329261903406,0.33182984348292577,0.0,0.013456351277051526,315,54,315,52,other,other
323,-0.847917159,-0.526454776,-0.06230458,0.011673655754199411,0.3235209456836494,1.0,0.30289915067305245,0.9883263442458006,0.020621795010596966,3,51,319,48,other,other
324,-0.794655948,-0.57734739,-0.187595083,0.03689633325950298,0.30408784638545594,1.0,0.27492260455766504,0.9631036667404971,0.0291652418277909,11,48,319,43,other,other
325,-0.724607997,-0.616043833,-0.308922718,0.06413901546604414,0.2887344095373529,1.0,0.251060192102603,0.9358609845339558,0.03767421743474991,20,45,319,39,other,other
326,-0.642960918,-0.640952406,-0.419262771,0.09196560459794835,0.2785395848301405,1.0,0.23420187897200354,0.9080343954020517,0.04433770585813698,29,44,319,37,other,other
327,-0.553153078,-0.655153421,-0.514583003,0.11925330826562046,0.27260397679080617,1.0,0.2239669707325041,0.8807466917343796,0.04863700605830207,38,43,319,35,other,other
328,-0.456096357,-0.738634762,-0.496381709,0.13172749746408108,0.2354708458209266,0.13172749746408108,0.2354708458209266,0.0,0.0,42,37,42,37,other,other
329,-0.544342072,-0.733298592,-0.407387877,0.102253707965388,0.23797975422700687,1.0,0.23797975422700687,0.897746292034612,0.0,32,37,319,37,other,other
330,-0.626352066,-0.718393787,-0.302644107,0.0716365286438537,0.24487762626945397,1.0,0.24487762626945397,0.9283634713561463,0.0,22,38,319,38,other,other
331,-0.701059016,-0.688522822,-0.185614058,0.04119307048354741,0.25825949493257994,1.0,0.19779483350304863,0.9588069295164526,0.0604646614295313,13,41,319,31,other,other
332,-0.762713652,-0.64372821,-0.062304702,0.0129722767900847,0.277386733972593,1.0,0.23223923080754263,0.9870277232099153,0.04514750316505037,4,44,319,36,other,other
333,-0.807571734,-0.586730277,0.059795283,0.9882371064603603,0.30041488643302533,0.9882371064603602,0.2693676213126078,1.1102230246251565e-16,0.031047265120417555,315,47,315,42,other,other
334,-0.834944541,-0.522163967,0.17381716,0.967333989187234,0.3251248979022886,0.967333989187234,0.30511120974608613,0.0,0.02001368815620247,308,51,308,48,other,other
335,-0.844425521,-0.456497855,0.280277092,0.9489951252063481,0.3491036092571553,0.9489951252063481,0.33668227843003146,0.0,0.012421330827123822,302,55,302,53,other,other
