FaceID,X,Y,Z,U,V,PixelX,PixelY,URegion
23,-0.447494234,0.46713261,0.762585101,0.8344581397777564,0.654712935724678,266,104,other
24,-0.354230608,0.400817826,0.844905762,0.8131835854108187,0.6312739705032725,259,100,other
25,-0.253947761,0.326514129,0.910438937,0.7932925679345496,0.6058740738832435,253,96,other
26,-0.152703091,0.248869034,0.956423531,0.7751980872177763,0.580058875206859,247,92,other
27,-0.05607114,0.172565925,0.983400747,0.7590648164404992,0.5552057832954708,242,88,u075
28,-0.079979697,0.058108062,0.995101352,0.7627643884696492,0.5185067954304957,243,82,u075
29,-0.174828621,0.127019037,0.976371404,0.7781993672857813,0.5405409311471931,248,85,other
30,-0.275291972,0.200009092,0.940324781,0.7953279432350822,0.564097170587137,253,89,other
31,-0.37639196,0.273461649,0.885182365,0.81398855015034,0.5881686635794452,259,93,other
32,-0.472190757,0.343062756,0.811999898,0.8338296581514819,0.611464355380484,265,97,other
33,-0.55730694,0.404902586,0.724888178,0.8543159000289016,0.6326945712314974,272,100,other
34,-0.628320902,0.456496616,0.629939429,0.8747952757277996,0.6508959474687634,279,103,other
35,-0.684293408,0.497162573,0.533452817,0.8946143989677543,0.6656247456551235,285,105,other
36,-0.721171719,0.392126932,0.57109353,0.893401144991233,0.6282606012637872,284,99,other
37,-0.660036499,0.341613692,0.669067938,0.8739185379287739,0.6109734412957769,278,97,other
38,-0.754076058,0.273291023,0.597228027,0.8933910720319402,0.5881122007911135,284,93,other
39,-0.776102732,0.140617542,0.614728603,0.8933840836082624,0.544908790612746,284,86,other
